0,161,200,161,1,161,161,161,159,161,175
1,161,200,1,161,65,161,159,161,161,175
2,1,200,161,161,65,161,159,161,161,175
3,161,161,1,161,65,159,161,161,161,175
4,161,98,1,161,65,161,159,161,161,175
5,200,200,161,161,65,159,161,161,161,175
6,98,1,161,161,65,161,159,161,161,175
7,161,161,200,161,65,159,161,161,161,175
8,161,98,65,161,1,161,161,159,161,175
9,1,200,161,161,65,159,161,161,161,175
10,161,1,161,65,161,161,161,159,161,175
11,161,200,65,161,161,161,159,161,161,175
12,200,175,161,200,65,161,159,161,161,175
13,161,161,200,161,65,159,161,161,161,175
14,200,1,161,161,161,161,161,159,161,175
15,200,161,161,1,65,161,161,159,161,175
16,161,200,1,161,65,161,159,161,161,175
17,161,65,161,161,200,161,161,159,161,175
18,161,161,98,1,65,161,159,161,161,175
19,161,161,200,161,65,159,161,161,161,175
20,200,116,161,65,161,159,161,161,161,175
21,200,200,161,161,159,65,161,161,161,175
22,200,161,1,161,65,161,159,161,161,175
23,200,161,161,161,65,159,161,161,161,175
24,1,161,161,200,65,161,159,161,161,175
25,65,175,161,200,161,161,159,161,161,175
26,161,65,161,161,1,161,159,161,161,175
27,161,161,200,161,65,159,161,161,161,175
28,161,200,161,161,65,161,159,161,161,175
29,161,200,161,1,65,161,159,161,161,175
30,1,200,161,161,65,159,161,161,161,175
31,161,65,161,161,1,161,161,159,161,175
32,200,161,161,161,65,159,161,161,161,175
33,200,161,200,161,159,65,161,161,161,175
34,200,200,161,161,159,65,161,161,161,175
35,116,200,161,65,161,161,159,161,161,175
36,161,161,200,65,161,159,161,161,161,175
37,200,161,161,1,65,161,159,161,161,175
38,161,161,65,200,161,161,161,159,161,175
39,98,161,1,161,65,161,159,161,161,175
40,161,200,161,161,65,159,161,161,161,175
41,200,1,161,65,161,161,159,161,161,175
42,161,175,65,200,161,161,159,161,161,175
43,200,161,116,161,65,159,161,161,161,175
44,161,161,1,65,161,161,159,161,161,175
45,200,98,161,161,161,159,161,161,161,175
46,200,161,161,161,1,161,161,159,161,175
47,161,98,65,1,161,161,159,161,161,175
48,161,161,200,161,65,161,159,161,161,175
49,161,161,1,161,65,161,159,161,161,175
50,161,161,65,200,161,161,159,161,161,175
51,1,200,161,161,65,159,161,161,161,175
52,175,1,65,200,161,161,161,159,161,175
53,116,200,161,161,65,159,161,161,161,175
54,116,200,161,161,159,65,161,161,161,175
55,200,161,161,65,161,159,161,161,161,175
56,200,1,161,65,161,161,159,161,161,175
57,161,161,161,1,65,161,159,161,161,175
58,161,161,161,1,65,161,159,161,161,175
59,161,1,200,65,161,161,161,159,161,175
60,116,161,200,161,65,159,161,161,161,175
61,161,161,200,161,65,159,161,161,161,175
62,98,1,161,161,65,159,161,161,161,175
63,161,200,161,65,159,161,161,161,161,175
64,1,98,1,161,65,161,159,161,161,175
65,98,161,161,161,65,159,161,161,161,175
66,161,1,200,65,161,161,161,159,161,175
67,1,161,161,161,65,159,161,161,161,175
68,161,161,161,200,65,161,159,161,161,175
69,116,200,161,161,65,159,161,161,161,175
70,161,175,65,161,200,161,159,161,161,175
71,161,65,161,1,161,161,159,161,161,175
72,200,1,98,161,65,161,159,161,161,175
73,200,200,161,161,65,159,161,161,161,175
74,161,161,161,200,65,159,161,161,161,175
75,200,161,161,65,1,161,161,159,161,175
76,1,200,161,161,65,159,161,161,161,175
77,1,200,161,161,65,159,161,161,161,175
78,161,65,1,161,161,159,161,161,161,175
79,98,161,1,65,161,161,161,159,161,175
80,161,161,161,1,65,161,159,161,161,175
81,161,200,161,65,161,161,159,161,161,175
82,161,161,65,161,1,161,159,161,161,175
83,161,161,65,161,1,161,159,161,161,175
84,200,161,161,1,65,161,159,161,161,175
85,161,161,1,98,65,161,159,161,161,175
86,116,200,161,161,65,161,159,161,161,175
87,161,161,98,65,1,161,161,159,161,175
88,200,161,98,1,65,161,159,161,161,175
89,116,200,161,161,65,161,159,161,161,175
90,161,98,1,161,65,161,159,161,161,175
91,65,98,161,1,161,161,161,159,161,175
92,1,161,200,65,161,159,161,161,161,175
93,1,200,161,65,161,161,161,159,161,175
94,209,65,200,161,161,161,159,161,161,175
95,1,200,161,161,65,159,161,161,161,175
96,65,161,161,161,1,161,161,159,161,175
97,200,1,161,161,65,161,159,161,161,175
98,209,1,200,161,65,161,159,161,161,175
99,161,175,200,116,65,161,159,161,161,175
100,175,65,161,161,200,161,161,159,161,175
101,161,98,1,1,65,159,161,161,161,175
102,200,161,116,161,65,161,159,161,161,175
103,1,200,161,161,65,159,161,161,161,175
104,1,65,161,200,161,161,159,161,161,175
105,161,1,98,161,65,161,161,159,161,175
106,200,65,1,161,161,161,159,161,161,175
107,200,200,161,161,159,65,161,161,161,175
108,180,161,1,65,161,161,159,161,161,175
109,161,161,161,65,1,161,159,161,161,175
110,200,116,161,65,161,161,159,161,161,175
111,161,161,200,161,65,159,161,161,161,175
112,1,200,161,65,161,161,159,161,161,175
113,161,161,200,65,161,161,159,161,161,175
114,161,161,65,200,161,159,161,161,161,175
115,116,200,161,161,65,159,161,161,161,175
116,1,200,161,161,159,65,161,161,161,175
117,116,200,65,159,161,161,161,161,161,175
118,161,161,1,65,161,159,161,161,161,175
119,98,161,1,161,65,161,159,161,161,175
120,1,175,161,200,161,161,161,159,161,175
121,161,161,161,161,65,159,161,161,161,175
122,161,65,161,200,161,161,161,159,161,175
123,161,200,161,65,161,159,161,161,161,175
124,161,65,1,161,161,161,159,161,161,175
125,161,161,161,200,65,159,161,161,161,175
126,161,200,1,161,161,161,161,159,161,175
127,98,161,1,65,161,161,161,159,161,175
128,65,116,161,200,161,161,159,161,161,175
129,65,161,161,200,161,161,161,159,161,175
130,200,1,161,161,161,161,161,159,161,175
131,161,98,1,161,65,159,161,161,161,175
132,116,161,200,65,161,159,161,161,161,175
133,98,161,200,161,65,161,159,161,161,175
134,65,161,161,200,161,161,159,161,161,175
135,161,200,161,65,161,159,161,161,161,175
136,161,65,1,161,161,161,159,161,161,175
137,65,200,1,161,161,161,161,159,161,175
138,1,161,65,200,161,161,159,161,161,175
139,175,161,161,200,161,161,161,159,161,175
140,200,200,161,161,65,161,159,161,161,175
141,161,65,161,1,161,161,161,159,161,175
142,161,65,161,200,161,161,161,159,161,175
143,200,161,161,1,65,161,159,161,161,175
144,200,161,161,200,159,65,161,161,161,175
145,161,1,65,200,161,161,161,159,161,175
146,161,161,200,161,65,161,159,161,161,175
147,161,200,1,161,65,161,159,161,161,175
148,161,161,98,1,65,161,161,159,161,175
149,200,65,161,1,161,161,161,159,161,175
150,161,200,161,161,159,65,161,161,161,175
151,116,161,200,161,65,159,161,161,161,175
152,161,161,1,161,65,161,161,159,161,175
153,161,161,200,161,65,159,161,161,161,175
154,161,200,65,161,159,161,161,161,161,175
155,161,65,161,200,159,161,161,161,161,175
156,161,161,98,65,1,159,161,161,161,175
157,200,1,161,65,161,159,161,161,161,175
158,116,161,161,161,65,159,161,161,161,175
159,161,161,161,1,65,161,159,161,161,175
160,161,161,200,1,161,161,161,159,161,175
161,161,161,200,161,65,161,159,161,161,175
162,161,65,200,161,161,159,161,161,161,175
163,200,200,161,161,65,159,161,161,161,175
164,200,161,1,161,161,161,161,159,161,175
165,161,161,65,161,1,161,161,159,161,175
166,161,98,161,1,65,161,159,161,161,175
167,161,1,200,65,161,161,159,161,161,175
168,161,200,161,161,65,159,161,161,161,175
169,161,161,1,161,65,159,161,161,161,175
170,98,1,161,161,65,161,159,161,161,175
171,161,209,65,161,161,161,159,161,161,175
172,161,200,161,1,161,161,159,161,161,175
173,161,200,161,161,65,159,161,161,161,175
174,98,161,1,65,161,161,159,161,161,175
175,175,161,65,200,161,161,159,161,161,175
176,1,161,65,200,161,161,159,161,161,175
177,1,65,161,161,161,161,159,161,161,175
178,159,161,65,200,161,159,161,161,161,175
179,175,1,161,98,65,159,161,161,161,175
180,200,98,161,161,65,159,161,161,161,175
181,98,161,65,161,1,161,159,161,161,175
182,200,200,161,161,159,65,161,161,161,175
183,200,1,161,65,161,161,161,159,161,175
184,116,200,161,161,65,159,161,161,161,175
185,161,1,65,161,161,161,159,161,161,175
186,161,161,161,65,1,161,161,159,161,175
187,98,65,161,161,1,161,161,159,161,175
188,200,161,161,161,65,161,159,161,161,175
189,1,98,161,161,65,159,161,161,161,175
190,161,186,1,161,65,161,159,161,161,175
191,1,161,200,65,161,161,159,161,161,175
192,200,116,161,65,161,159,161,161,161,175
193,161,161,1,161,65,161,159,161,161,175
194,200,161,161,161,65,161,159,161,161,175
195,161,161,200,161,65,159,161,161,161,175
196,161,161,1,161,65,161,159,161,161,175
197,161,161,200,65,159,161,161,161,161,175
198,161,161,65,200,161,161,159,161,161,175
199,161,1,161,161,65,159,161,161,161,175
200,175,65,200,161,161,161,159,161,161,175
201,161,161,161,65,161,159,161,161,161,175
202,200,116,161,161,65,159,161,161,161,175
203,161,161,200,65,161,159,161,161,161,175
204,98,200,1,161,65,161,159,161,161,175
205,161,161,200,161,65,159,161,161,161,175
206,161,1,200,161,161,161,161,159,161,175
207,200,200,161,161,65,159,161,161,161,175
208,161,200,1,65,161,161,161,159,161,175
209,1,161,200,116,65,161,159,161,161,175
210,161,116,161,65,161,159,161,161,161,175
211,161,161,65,200,161,161,159,161,161,175
212,161,161,175,200,161,161,161,159,161,175
213,98,1,161,161,65,159,161,161,161,175
214,65,161,161,161,1,161,161,159,161,175
215,200,161,161,159,200,65,161,161,161,175
216,1,200,161,65,161,159,161,161,161,175
217,200,161,200,161,65,159,161,161,161,175
218,116,161,65,200,161,161,159,161,161,175
219,161,200,65,161,161,159,161,161,161,175
220,200,1,161,161,65,161,159,161,161,175
221,116,200,161,161,65,159,161,161,161,175
222,161,1,200,65,161,161,161,159,161,175
223,200,161,65,1,161,161,161,159,161,175
224,161,200,161,161,65,159,161,161,161,175
225,65,161,116,161,161,161,159,161,161,175
226,116,1,161,65,161,159,161,161,161,175
227,161,161,161,98,1,161,161,159,161,175
228,175,161,98,161,1,161,159,161,161,175
229,200,1,161,161,161,65,159,161,161,175
230,200,161,161,65,161,159,161,161,161,175
231,161,1,161,65,161,161,159,161,161,175
232,200,161,161,65,161,159,161,161,161,175
233,200,161,161,1,65,161,159,161,161,175
234,161,200,161,161,65,159,161,161,161,175
235,161,200,161,65,161,159,161,161,161,175
236,161,161,200,65,161,161,161,159,161,175
237,116,161,200,161,65,159,161,161,161,175
238,200,161,161,161,65,161,159,161,161,175
239,98,65,1,161,161,161,161,159,161,175
240,1,186,161,161,65,161,159,161,161,175
241,161,200,200,161,65,159,161,161,161,175
242,65,161,161,200,161,161,159,161,161,175
243,200,116,161,161,65,159,161,161,161,175
244,209,200,161,161,65,159,161,161,161,175
245,98,1,161,161,65,161,159,161,161,175
246,161,161,200,65,161,159,161,161,161,175
247,161,161,65,161,1,161,161,159,161,175
248,200,1,161,161,65,161,159,161,161,175
249,200,161,161,159,161,65,161,161,161,175
250,161,161,200,65,161,159,161,161,161,175
251,200,161,1,161,65,159,161,161,161,175
252,38,98,200,161,65,159,161,161,161,175
253,175,161,161,200,161,161,159,161,161,175
254,200,161,200,161,159,65,161,161,161,175
255,161,161,1,98,65,161,159,161,161,175
256,161,161,1,98,65,161,159,161,161,175
257,200,200,161,161,65,161,159,161,161,175
258,161,161,1,161,65,161,159,161,161,175
259,161,161,200,65,161,161,159,161,161,175
260,161,161,65,200,161,159,161,161,161,175
261,200,65,1,161,161,161,159,161,161,175
262,161,161,1,65,161,161,159,161,161,175
263,200,161,1,65,161,161,161,159,161,175
264,161,161,200,161,65,159,161,161,161,175
265,161,98,65,1,161,159,161,161,161,175
266,65,200,1,161,161,161,161,159,161,175
267,65,116,200,161,161,161,159,161,161,175
268,159,161,161,200,161,161,161,159,161,175
269,161,200,1,65,161,161,161,159,161,175
270,200,1,161,209,161,161,161,159,161,175
271,65,161,161,200,161,161,159,161,161,175
272,161,161,65,200,161,161,159,161,161,175
273,161,98,1,161,65,159,161,161,161,175
274,200,1,180,65,161,161,159,161,161,175
275,200,161,1,65,161,161,159,161,161,175
276,161,161,161,200,65,159,161,161,161,175
277,98,161,1,65,161,161,159,161,161,175
278,161,200,1,65,161,161,159,161,161,175
279,161,200,161,65,161,159,161,161,161,175
280,161,98,1,175,65,159,161,161,161,175
281,116,200,161,161,65,159,161,161,161,175
282,1,65,161,161,161,161,159,161,161,175
283,180,200,65,161,161,161,161,159,161,175
284,161,200,1,161,65,159,161,161,161,175
285,161,161,161,161,65,161,159,161,161,175
286,98,161,1,161,65,161,159,161,161,175
287,200,116,161,65,161,159,161,161,161,175
288,161,175,161,161,65,159,161,161,161,175
289,161,1,161,98,65,159,161,161,161,175
290,200,161,161,161,65,159,161,161,161,175
291,161,65,180,98,161,161,159,161,161,175
292,161,98,1,161,65,161,159,161,161,175
293,161,161,161,1,65,161,159,161,161,175
294,161,200,116,161,65,159,161,161,161,175
295,200,161,161,161,65,159,161,161,161,175
296,98,161,1,161,65,161,159,161,161,175
297,161,159,161,161,200,65,161,161,161,175
298,65,98,161,1,161,161,161,159,161,175
299,98,161,161,1,65,161,159,161,161,175
300,161,161,200,161,65,159,161,161,161,175
301,1,161,161,161,65,159,161,161,161,175
302,209,200,65,161,161,161,159,161,161,175
303,200,1,161,161,65,159,161,161,161,175
304,98,161,1,161,161,161,159,161,161,175
305,1,180,200,161,161,161,159,161,161,175
306,65,98,161,161,1,161,159,161,161,175
307,161,161,200,65,161,161,159,161,161,175
308,65,159,161,1,161,161,159,161,161,175
309,161,200,161,65,161,159,161,161,161,175
310,161,161,98,1,65,161,159,161,161,175
311,161,1,161,200,65,159,161,161,161,175
312,1,161,161,65,161,161,159,161,161,175
313,161,161,161,1,161,161,159,161,161,175
314,200,1,161,161,65,161,159,161,161,175
315,161,1,65,200,161,161,159,161,161,175
316,65,161,1,200,161,161,161,159,161,175
317,161,161,161,1,65,159,161,161,161,175
318,161,200,65,161,161,161,159,161,161,175
319,98,161,65,1,161,161,159,161,161,175
320,161,200,200,161,159,65,161,161,161,175
321,161,161,200,161,65,159,161,161,161,175
322,161,200,65,1,161,161,161,159,161,175
323,161,65,161,1,161,161,161,159,161,175
324,161,98,1,161,65,161,159,161,161,175
325,161,200,161,161,65,159,161,161,161,175
326,161,1,98,161,65,159,161,161,161,175
327,116,161,200,161,65,159,161,161,161,175
328,98,161,161,1,65,159,161,161,161,175
329,161,1,161,98,65,159,161,161,161,175
330,161,1,161,161,65,159,161,161,161,175
331,161,98,161,65,1,159,161,161,161,175
332,1,161,200,161,65,161,159,161,161,175
333,161,161,1,98,65,161,159,161,161,175
334,116,200,161,161,65,159,161,161,161,175
335,1,200,161,161,65,161,159,161,161,175
336,1,161,161,200,161,161,161,159,161,175
337,1,200,161,65,161,161,159,161,161,175
338,116,161,161,200,159,65,161,161,161,175
339,180,200,98,161,65,161,159,161,161,175
340,116,161,200,161,65,159,161,161,161,175
341,161,161,200,161,65,159,161,161,161,175
342,200,161,65,161,161,161,159,161,161,175
343,161,161,200,65,161,161,159,161,161,175
344,161,161,200,161,65,159,161,161,161,175
345,116,200,161,161,65,159,161,161,161,175
346,161,200,1,161,161,161,161,159,161,175
347,161,161,65,200,161,159,161,161,161,175
348,161,98,161,65,161,1,161,159,161,175
349,161,200,161,1,65,161,159,161,161,175
350,161,161,161,1,161,161,161,159,161,175
351,1,200,161,65,161,161,159,161,161,175
352,200,116,161,65,161,161,159,161,161,175
353,98,161,200,161,65,159,161,161,161,175
354,161,116,200,161,65,159,161,161,161,175
355,161,98,1,161,65,161,159,161,161,175
356,200,200,161,161,65,161,159,161,161,175
357,161,161,200,65,161,161,159,161,161,175
358,161,161,200,161,65,159,161,161,161,175
359,98,161,1,161,65,159,161,161,161,175
360,161,200,161,161,65,159,161,161,161,175
361,65,1,161,161,161,161,159,161,161,175
362,200,161,1,161,65,159,161,161,161,175
363,98,1,161,161,65,159,161,161,161,175
364,161,116,65,161,161,159,161,161,161,175
365,161,1,161,65,161,161,159,161,161,175
366,161,161,200,161,65,159,161,161,161,175
367,161,1,161,65,161,161,161,159,161,175
368,161,65,1,161,161,161,159,161,161,175
369,200,161,200,161,65,159,161,161,161,175
370,161,65,161,200,161,159,161,161,161,175
371,1,161,200,161,65,161,159,161,161,175
372,200,1,161,161,65,161,159,161,161,175
373,1,161,65,161,161,159,161,161,161,175
374,161,161,161,200,161,161,159,161,161,175
375,161,65,1,161,161,161,159,161,161,175
376,161,161,65,98,1,161,161,159,161,175
377,65,161,161,200,161,161,161,159,161,175
378,116,65,161,200,161,159,161,161,161,175
379,200,161,161,161,65,161,159,161,161,175
380,161,98,200,161,65,159,161,161,161,175
381,65,161,1,161,161,161,161,159,161,175
382,161,161,161,1,65,161,159,161,161,175
383,161,161,200,161,65,159,161,161,161,175
384,161,161,200,161,65,159,161,161,161,175
385,161,161,200,161,65,159,161,161,161,175
386,161,161,65,200,161,161,159,161,161,175
387,1,161,65,161,161,161,159,161,161,175
388,98,161,161,1,65,161,159,161,161,175
389,200,1,161,161,65,161,159,161,161,175
390,200,65,161,1,161,161,161,159,161,175
391,161,161,65,200,161,161,159,161,161,175
392,161,98,1,161,65,159,161,161,161,175
393,161,161,98,200,65,159,161,161,161,175
394,161,161,200,161,65,159,161,161,161,175
395,116,200,161,159,161,65,161,161,161,175
396,161,161,98,1,65,161,159,161,161,175
397,98,161,1,161,65,159,161,161,161,175
398,200,200,161,161,65,159,161,161,161,175
399,161,200,161,161,65,159,161,161,161,175
